,label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
91,0,0.0,0.0001271294177472667,0.0,0.0,0.022856242273804072,0.0,0.0,0.05850091407678245,0.0067411743835373425,0.0,0.0,0.0,0.0,33,74,1070,819,1,6,300,2,1,187,641,1078,128,3,574,621,6,50,123,1,1,2,2,162,19,356
86,1,0.06315789473684211,0.0001271294177472667,0.0011824524062906468,0.06896551724137931,0.0,0.0,0.00361881785283474,0.016453382084095063,0.0015965939329430547,0.25,0.02702702702702703,0.0,0.0,0,12,980,201,1,3,191,17,1,783,579,72,21,2,185,738,8,188,18,2,925,2,1,174,27,149
1234,0,0.0,0.0001271294177472667,0.0011824524062906468,0.13793103448275862,0.012092019916963402,0.050452781371280724,0.0012062726176115801,0.03656307129798903,0.07982969664715274,0.0,0.05405405405405406,0.0,0.01948051948051948,15,12,101,914,1,4,352,2,1,523,306,71,398,13,273,367,0,188,134,2,191,2,0,66,27,204
963,0,0.0,0.0003813882532418001,0.0009459619250325174,0.034482758620689655,0.0031579517639120777,0.016601983613626563,0.0030156815440289505,0.07678244972577697,0.012417952811779315,0.0,0.02702702702702703,0.0,0.03636363636363636,56,109,633,872,1,3,739,5,1,803,165,760,774,2,278,216,8,528,123,1,1062,2,0,531,19,356
310,0,0.0,0.004830917874396134,0.0,0.0,0.033985904463586535,0.0344976282880552,0.0,0.010968921389396709,0.009047365620010643,0.0,0.0,0.0,0.0,33,85,424,668,11,5,951,5,1,30,201,479,345,2,362,891,7,369,123,1,1065,2,0,277,19,356
1128,0,0.0,0.0003813882532418001,0.005794016790824169,0.09195402298850575,0.004216840767719153,0.04678740836567486,0.00180940892641737,0.038391224862888484,0.007450771687067589,0.0,0.02702702702702703,0.0,0.01038961038961039,0,12,745,179,1,3,618,5,1,727,454,298,252,2,185,629,0,188,17,2,354,2,2,174,27,149
1181,0,0.0,0.0020340706839562673,0.0011824524062906468,0.10344827586206896,0.007160059691789424,0.015739542906425184,0.0012062726176115801,0.016453382084095063,0.01614333865531311,0.0,0.05405405405405406,0.0,0.011688311688311689,0,139,926,727,1,5,487,2,1,194,208,846,176,2,147,284,0,345,22,3,709,2,0,236,3,157
1806,0,0.042105263157894736,0.0007627765064836002,0.0,0.022988505747126436,0.001304157247479598,0.00258732212160414,0.0030156815440289505,0.021937842778793418,0.001951392584708178,0.0,0.02702702702702703,0.0,0.0025974025974025974,15,107,1070,819,1,5,434,2,1,194,291,1078,662,13,191,621,8,182,123,1,1,2,8,162,19,356
1149,1,0.1368421052631579,0.0003813882532418001,0.002837885775097552,0.12643678160919541,9.850130267972794e-07,0.0,0.007840772014475271,0.02010968921389397,0.001951392584708178,0.5,0.05405405405405406,0.0,0.0,0,149,190,589,0,3,349,2,1,390,707,729,412,13,568,131,8,72,124,3,519,2,7,174,18,149
1961,0,0.0,0.002161200101703534,0.00011824524062906468,0.09195402298850575,0.0016863423018769425,0.039241052177662786,0.006031363088057901,0.07678244972577697,0.12914670924250488,0.0,0.21621621621621623,0.0,0.06753246753246753,43,47,633,872,2,3,846,2,1,721,188,760,62,13,130,216,8,357,123,1,1062,5,7,531,19,356
1186,0,0.0,0.0003813882532418001,0.0004729809625162587,0.0,0.006539501484907138,0.0,0.00180940892641737,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,43,12,726,527,11,4,26,2,1,596,833,1046,797,2,185,814,0,188,131,2,1037,2,0,66,27,8
94,0,0.0,0.0003813882532418001,0.00011824524062906468,0.0,0.002859492816792502,0.00043122035360068997,0.00180940892641737,0.0,0.0003547986517651233,0.0,0.02702702702702703,0.0,0.0,0,126,882,555,9,5,722,2,1,194,181,1052,431,3,47,912,0,2,22,0,471,2,1,66,27,329
265,1,0.21052631578947367,0.0002542588354945334,0.00011824524062906468,0.0,5.023566436666125e-05,0.00021561017680034498,0.012062726176115802,0.0018281535648994515,0.00017739932588256165,0.25,0.02702702702702703,0.030612244897959183,0.0012987012987012987,43,96,1070,819,1,5,471,5,1,412,429,1078,291,2,330,621,3,90,123,1,1,3,1,162,19,356
373,0,0.0,0.0015255530129672005,0.000354735721887194,0.0,0.021002447757371593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,226,1016,611,7,3,164,36,1,194,892,814,153,13,585,167,5,349,22,0,872,2,8,179,3,397
1242,0,0.010526315789473684,0.0003813882532418001,0.002128414331323164,0.1839080459770115,1.674522145555375e-05,0.0034497628288055198,0.00180940892641737,0.029250457038391225,0.01507894270001774,0.25,0.05405405405405406,0.0,0.02077922077922078,33,235,882,555,1,4,757,2,1,180,326,1052,518,3,100,912,0,220,22,0,471,2,2,66,12,184
532,0,0.0,0.008771929824561403,0.000354735721887194,0.13793103448275862,0.0014479691493920008,0.01121172919361794,0.008443908323281062,0.010968921389396709,0.012772751463544438,0.0,0.02702702702702703,0.0,0.015584415584415584,26,66,1036,176,1,6,523,2,1,777,737,489,328,13,730,817,8,88,123,1,575,2,0,547,19,356
552,0,0.0,0.0005085176709890668,0.0017736786094359701,0.12643678160919541,0.04155966962663081,0.0,0.0,0.027422303473491772,0.0021287919105907396,0.0,0.0,0.0,0.015584415584415584,33,168,1157,66,1,3,771,2,1,117,249,700,108,14,779,514,8,69,123,1,1035,3,0,432,19,356
296,0,0.0,0.0003813882532418001,0.0039020929407591345,0.06896551724137931,0.0036504582773107174,0.00603708495040966,0.0012062726176115801,0.012797074954296161,0.004967181124711726,0.0,0.02702702702702703,0.0,0.007792207792207792,48,30,1223,502,1,5,1080,15,1,805,888,991,322,15,104,705,0,225,40,2,964,3,1,362,24,417
1656,0,0.010526315789473684,0.17556572590897532,0.001418942887548776,0.06896551724137931,0.0007840703693306344,0.011858559724018974,0.0006031363088057901,0.021937842778793418,0.009579563597658328,0.25,0.02702702702702703,0.0,0.02727272727272727,0,92,1061,501,1,3,1060,16,1,194,398,386,714,3,193,682,7,241,22,0,821,2,1,335,9,220
1563,0,0.0,0.0002542588354945334,0.0004729809625162587,0.08045977011494253,0.005874617691818975,0.0,0.0,0.014625228519195612,0.0005321979776476849,0.0,0.0,0.0,0.01038961038961039,0,204,1070,819,6,3,541,2,1,251,598,1078,596,13,276,621,0,390,123,1,1,2,0,162,19,356
118,0,0.0,0.0003813882532418001,0.0005912262031453234,0.0,0.03185433627359722,0.0,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,0.0,0,51,209,462,7,3,441,2,1,503,836,192,516,2,767,246,0,383,123,1,994,2,1,674,19,356
1711,0,0.0,0.043351131451817945,0.0,0.0,0.014468856350625238,0.0,0.0,0.0,0.0028383892141209863,0.0,0.0,0.0,0.0,56,244,810,562,1,4,1041,5,1,194,877,1184,486,2,508,928,5,426,123,1,685,2,8,267,19,356
1640,0,0.0,0.013348588863463004,0.00011824524062906468,0.034482758620689655,0.012732278384381634,0.0,0.0,0.018281535648994516,0.02146531843178996,0.0,0.0,0.0,0.003896103896103896,0,215,892,872,1,3,809,2,1,194,728,780,237,13,536,641,5,89,123,1,1002,5,8,531,19,356
1642,0,0.0,0.01118738876175947,0.0,0.04597701149425287,0.017595287697679804,0.0,0.0,0.010968921389396709,0.0017739932588256165,0.0,0.0,0.0,0.005194805194805195,0,77,928,826,11,4,808,2,1,612,149,667,397,9,286,67,8,326,36,0,424,2,0,475,0,485
235,0,0.0,0.0003813882532418001,0.006030507272082299,0.12643678160919541,0.020381889550489307,0.3546787408365675,0.00180940892641737,0.038391224862888484,0.2802909348944474,0.0,0.02702702702702703,0.0,0.014285714285714285,40,12,1094,12,11,3,136,15,1,371,134,521,723,2,185,1052,6,188,22,2,667,2,1,587,27,97
501,0,0.0,0.0002542588354945334,0.00011824524062906468,0.0,0.005774146363085652,0.08516601983613627,0.00542822677925211,0.003656307129798903,0.0028383892141209863,0.0,0.05405405405405406,0.0,0.0,73,103,892,872,11,5,397,19,1,14,901,780,404,3,513,641,8,440,123,1,1002,2,2,531,19,356
976,1,0.0,0.0001271294177472667,0.0,0.0,0.0030318700964820262,0.0,0.0006031363088057901,0.0,0.0021287919105907396,0.0,0.02702702702702703,0.0,0.0,0,52,179,538,1,2,1065,2,1,862,578,1185,66,18,58,275,7,181,22,0,631,2,0,420,0,378
411,1,0.0,0.0003813882532418001,0.0004729809625162587,0.011494252873563218,0.002076407460488665,0.00043122035360068997,0.00180940892641737,0.0018281535648994515,0.0003547986517651233,0.0,0.02702702702702703,0.0,0.0012987012987012987,26,12,200,1035,1,4,1102,17,1,715,448,164,120,2,185,516,0,188,76,2,687,2,0,174,27,149
1900,0,0.0,0.0002542588354945334,0.000354735721887194,0.0,0.011445851371384387,0.02414833980163864,0.031966224366706875,0.0018281535648994515,0.06067056945183608,0.0,0.08108108108108109,0.0,0.0,0,37,1242,597,1,5,459,17,1,341,316,690,355,2,48,550,8,285,54,2,331,2,0,253,27,369
1718,1,0.0,0.0002542588354945334,0.0,0.022988505747126436,0.2029284437286683,0.0,0.0,0.007312614259597806,0.0017739932588256165,0.0,0.0,0.0,0.0025974025974025974,73,51,362,590,1,3,418,17,0,773,189,907,173,13,29,184,4,361,123,1,199,2,0,415,19,356
1148,0,0.042105263157894736,0.01741673023137554,0.0,0.022988505747126436,9.850130267972794e-07,0.0,0.01085645355850422,0.003656307129798903,0.010466560227071138,0.25,0.1891891891891892,0.0,0.0,33,138,839,677,11,3,361,17,1,388,876,764,697,8,377,743,4,472,123,1,784,5,0,479,19,356
47,0,0.3263157894736842,0.002415458937198067,0.00023649048125812936,0.12643678160919541,0.000285653777771211,0.004959034066407935,0.01869722557297949,0.04204753199268738,0.011530956182366508,0.5,0.05405405405405406,0.0,0.014285714285714285,0,77,21,352,1,5,60,2,1,890,269,431,420,2,310,844,8,388,196,2,265,4,2,366,0,523
1781,0,0.0,0.004068141367912535,0.002601395293839423,0.0,0.02739616731431273,0.00646830530401035,0.00180940892641737,0.007312614259597806,0.005321979776476849,0.0,0.02702702702702703,0.0,0.005194805194805195,0,165,385,87,1,5,1147,17,1,237,163,20,48,2,388,461,0,298,64,3,1006,2,2,196,7,448
492,0,0.0,0.0019069412662090005,0.000709471443774388,0.05747126436781609,0.009933856375250563,0.00129366106080207,0.0012062726176115801,0.009140767824497258,0.0015965939329430547,0.0,0.02702702702702703,0.0,0.006493506493506494,0,51,346,460,1,2,100,5,1,22,552,528,724,13,535,377,8,28,123,1,407,2,0,543,19,356
1132,0,0.010526315789473684,0.12509534706331044,0.0020101690906940994,0.13793103448275862,0.00014873696704638918,0.0036653730056058647,0.016887816646562123,0.051188299817184646,0.05038140855064751,0.25,0.1891891891891892,0.0,0.016883116883116882,0,30,831,552,11,1,802,2,1,80,557,1043,369,13,687,684,8,493,167,3,948,2,1,363,24,495
1854,1,0.0,0.0001271294177472667,0.0,0.0,0.002379791472742227,0.0034497628288055198,0.040410132689987936,0.003656307129798903,0.010111761575306013,0.0,0.1891891891891892,0.0,0.0,66,51,162,435,11,3,873,17,1,295,554,717,550,2,270,1128,8,487,123,1,1154,2,0,547,19,356
1305,0,0.0,0.0003813882532418001,0.00011824524062906468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,52,1144,539,1,5,698,2,0,194,194,769,397,2,772,1010,2,181,22,0,954,2,3,604,0,335
1664,0,0.0,0.0003813882532418001,0.0,0.0,0.006104125727062741,0.030401034928848644,0.013268998793727381,0.0,0.04009224764945893,0.0,0.1891891891891892,0.0,0.0,0,37,812,17,1,6,713,2,1,533,871,310,650,3,701,129,8,176,87,0,170,3,0,492,28,9
1230,0,0.0,0.0002542588354945334,0.002128414331323164,0.011494252873563218,0.0015494254911521206,0.00258732212160414,0.008443908323281062,0.009140767824497258,0.024303707645910947,0.0,0.10810810810810811,0.0,0.005194805194805195,56,12,192,851,1,3,358,2,1,668,849,300,2,13,273,391,8,188,22,2,867,2,0,174,27,514
1043,0,0.0,0.0011441647597254002,0.0,0.0,0.0,0.0,0.0,0.010968921389396709,0.0,0.0,0.0,0.0,0.0012987012987012987,54,51,673,896,1,3,1059,5,0,194,903,608,566,3,476,913,2,141,123,1,64,2,8,300,19,356
604,0,0.0,0.0006356470887363335,0.00011824524062906468,0.0,0.027127258757997076,0.00301854247520483,0.0012062726176115801,0.0018281535648994515,0.0007095973035302466,0.0,0.02702702702702703,0.0,0.0,0,52,1029,419,1,2,388,2,1,893,146,122,608,2,731,861,0,533,22,3,1115,2,0,655,0,436
1078,0,0.0,0.0002542588354945334,0.0004729809625162587,0.04597701149425287,0.031377589968627335,0.038378611470461406,0.0006031363088057901,0.038391224862888484,0.029803086748270355,0.0,0.0,0.0,0.005194805194805195,12,161,145,523,1,3,1013,15,1,584,732,617,349,2,166,944,0,385,123,1,939,2,2,531,19,356
1349,0,0.0,0.012204424103737604,0.000354735721887194,0.034482758620689655,0.005865752574577799,0.0,0.0,0.005484460694698354,0.0005321979776476849,0.0,0.0,0.0,0.003896103896103896,18,13,907,872,1,3,560,2,1,194,612,1084,92,13,411,77,4,503,123,1,584,2,1,531,19,356
598,0,0.031578947368421054,0.34490211034833457,0.0020101690906940994,0.0,3.940052107189118e-06,0.0,0.00180940892641737,0.0,0.0,0.25,0.02702702702702703,0.0,0.0,0,51,805,298,1,3,488,2,1,876,82,615,210,13,309,229,0,237,123,1,483,2,0,331,19,356
1393,0,0.010526315789473684,0.011695906432748537,0.0,0.29885057471264365,1.773023448235103e-05,0.0066839154808106946,0.007840772014475271,0.08957952468007313,0.08444207912009934,0.25,0.13513513513513514,0.0,0.033766233766233764,33,13,907,872,1,3,790,8,1,194,548,1084,58,13,594,77,8,106,123,1,584,2,0,531,19,356
1292,0,0.0,0.0002542588354945334,0.0011824524062906468,0.04597701149425287,0.0018991051156651546,0.0474342388960759,0.0,0.009140767824497258,0.010998758204718823,0.0,0.0,0.0,0.007792207792207792,43,126,657,647,1,3,47,2,1,897,453,377,392,2,787,1139,4,510,22,3,1041,2,1,107,27,283
275,0,0.0,0.0016526824307144673,0.006621733475227622,0.09195402298850575,0.04246292657220392,0.0,0.0,0.0603290676416819,0.0,0.0,0.0,0.0,0.01948051948051948,7,10,704,456,1,3,388,2,1,194,146,786,608,13,619,250,1,280,123,1,1188,2,1,678,19,356
1319,0,0.010526315789473684,0.009153318077803202,0.00023649048125812936,0.022988505747126436,1.970026053594559e-06,0.00043122035360068997,0.00180940892641737,0.06764168190127971,0.012063154160014192,0.25,0.08108108108108109,0.0,0.0025974025974025974,27,66,1187,176,1,3,282,2,1,244,465,489,216,13,152,817,0,88,123,1,575,2,0,547,19,356
1537,0,0.021052631578947368,0.0001271294177472667,0.0,0.0,0.00033687445516466955,0.00043122035360068997,0.0012062726176115801,0.005484460694698354,0.0005321979776476849,0.25,0.02702702702702703,0.0,0.0,19,181,124,524,1,5,814,2,1,98,229,761,342,2,735,718,8,123,22,3,179,2,1,697,0,228
1576,0,0.0,0.0002542588354945334,0.0018919238500650349,0.04597701149425287,0.009168501253429077,0.16407934454506254,0.01447527141133896,0.007312614259597806,0.0897640588965762,0.0,0.1891891891891892,0.0,0.005194805194805195,0,12,843,868,1,4,70,2,1,72,492,403,61,19,103,560,8,188,22,2,452,2,0,174,29,149
515,0,0.0,0.0005085176709890668,0.0016554333688069056,0.0,0.0370029993646666,0.0344976282880552,0.0006031363088057901,0.0,0.02802909348944474,0.0,0.0,0.0,0.0,33,101,813,660,1,2,176,2,1,194,41,462,699,9,259,194,0,293,22,3,970,1,0,495,27,449
514,0,0.0,0.02046783625730994,0.0009459619250325174,0.11494252873563218,0.005697315346995464,0.008408796895213455,0.00361881785283474,0.018281535648994516,0.0067411743835373425,0.0,0.02702702702702703,0.0,0.012987012987012988,56,9,1150,927,11,5,674,21,1,319,537,579,808,6,49,620,8,92,123,1,200,3,1,118,19,356
1495,0,0.0,0.0007627765064836002,0.00011824524062906468,0.011494252873563218,0.00026595351723526545,0.036653730056058646,0.0006031363088057901,0.03473491773308958,0.03477026787298208,0.0,0.02702702702702703,0.0,0.0012987012987012987,16,74,1070,819,1,5,944,2,1,242,794,1078,576,9,398,621,8,387,123,1,1,2,3,162,19,356
695,0,0.0,0.007627765064836002,0.000709471443774388,0.0,0.0,0.0,0.0,0.0,0.0015965939329430547,0.0,0.0,0.0,0.0,33,12,134,2,1,4,1059,1,0,194,903,269,566,13,273,218,2,188,52,3,1151,2,8,518,27,390
18,0,0.0,0.003305364861428934,0.0004729809625162587,0.022988505747126436,0.0020251867830952063,0.00258732212160414,0.00361881785283474,0.018281535648994516,0.014724144048252617,0.0,0.02702702702702703,0.0,0.0025974025974025974,0,238,49,854,7,5,598,11,1,76,658,119,102,3,291,51,8,364,22,3,1153,2,0,222,28,317
699,0,0.0,0.0003813882532418001,0.00011824524062906468,0.022988505747126436,0.01588333505710613,0.016601983613626563,0.0006031363088057901,0.02010968921389397,0.012950150789427,0.0,0.02702702702702703,0.0,0.0025974025974025974,7,215,892,872,1,1,1056,2,1,703,160,780,738,13,536,641,7,89,123,1,1002,3,0,531,19,356
1499,0,0.0,0.0001271294177472667,0.0,0.0,0.001438119019124028,0.01595515308322553,0.019903498190591073,0.08043875685557587,0.06812134113890367,0.0,0.1891891891891892,0.0,0.0,33,10,1037,860,1,3,973,11,1,511,158,502,86,2,218,523,4,222,123,1,97,2,11,712,19,356
105,0,0.0,0.003051106025934401,0.000354735721887194,0.16091954022988506,0.002921548637480731,0.06252695127210005,0.03739445114595898,0.03473491773308958,0.04505942877417066,0.0,0.05405405405405406,0.0,0.07142857142857142,0,173,202,263,1,3,0,2,1,422,68,1097,74,2,419,177,8,273,123,1,581,2,2,359,19,356
1761,0,0.08421052631578947,0.05733536740401728,0.0,0.09195402298850575,3.7430495018296616e-05,0.00258732212160414,0.0048250904704463205,0.014625228519195612,0.0014191946070604932,0.25,0.02702702702702703,0.0,0.01038961038961039,33,51,186,848,11,5,453,5,1,681,671,86,76,13,225,447,8,61,123,1,1056,2,1,663,19,356
880,0,0.0,0.009153318077803202,0.000354735721887194,0.05747126436781609,0.004556670261964215,0.022207848210435532,0.0048250904704463205,0.016453382084095063,0.02057832180237715,0.0,0.02702702702702703,0.0,0.006493506493506494,75,66,969,176,7,6,133,5,1,436,167,489,219,13,152,817,8,88,123,1,575,2,0,547,19,356
1822,0,0.18947368421052632,0.019959318586320874,0.0009459619250325174,0.08045977011494253,3.940052107189118e-06,0.00021561017680034498,0.01085645355850422,0.012797074954296161,0.0012417952811779316,0.25,0.02702702702702703,0.0,0.0012987012987012987,26,232,31,87,1,3,350,2,1,899,152,1086,117,2,673,959,8,335,64,3,212,2,2,196,2,448
1672,0,0.0,0.0002542588354945334,0.0031926214969847464,0.08045977011494253,0.003486946114862369,0.003234152652005175,0.011459589867310011,0.018281535648994516,0.025545502927088876,0.0,0.16216216216216217,0.0,0.00909090909090909,0,91,654,938,19,3,735,17,1,95,478,960,490,2,53,389,8,404,22,2,117,2,2,174,17,149
332,1,0.042105263157894736,0.0001271294177472667,0.0,0.0,7.486099003659323e-05,0.0,0.0024125452352231603,0.0,0.0,0.25,0.02702702702702703,0.0,0.0,0,77,154,804,1,3,720,2,1,706,465,1238,216,13,443,978,8,263,22,2,291,1,0,696,0,389
1556,0,0.0,0.0007627765064836002,0.0,0.04597701149425287,0.0001536620321803756,0.0,0.0,0.007312614259597806,0.0007095973035302466,0.0,0.0,0.0,0.005194805194805195,0,97,839,677,1,5,161,2,1,849,845,764,34,2,616,743,1,295,123,1,784,2,1,479,19,356
289,0,0.0,0.0007627765064836002,0.000354735721887194,0.022988505747126436,0.0026309697945755333,0.00517464424320828,0.011459589867310011,0.010968921389396709,0.012417952811779315,0.0,0.13513513513513514,0.0,0.0025974025974025974,0,51,187,393,11,3,731,17,1,594,340,1085,182,2,761,810,8,407,123,1,684,2,5,16,19,356
853,0,0.0,0.008009153318077803,0.0008277166844034528,0.3103448275862069,0.0035480169225238006,0.0,0.0,0.07495429616087751,0.023061912364733015,0.0,0.0,0.0,0.03896103896103896,33,146,1197,703,1,5,1073,2,1,194,242,562,483,13,346,875,5,505,123,1,1027,5,8,78,19,356
1941,0,0.0,0.0017798118484617339,0.002601395293839423,0.04597701149425287,0.0058982580044621095,0.049374730487279,0.0012062726176115801,0.007312614259597806,0.08266808586127372,0.0,0.05405405405405406,0.0,0.005194805194805195,33,77,567,18,9,5,287,2,1,194,64,746,272,13,443,143,8,263,64,2,641,2,0,590,18,193
1763,0,0.3894736842105263,0.0002542588354945334,0.0,0.022988505747126436,0.00013100673256403816,0.00043122035360068997,0.030759951749095293,0.0018281535648994515,0.027142096860031932,0.25,0.13513513513513514,0.0,0.0025974025974025974,0,12,774,339,1,2,531,17,1,109,638,1027,9,2,185,806,8,188,186,2,206,2,0,174,27,149
307,1,0.0,0.0001271294177472667,0.00023649048125812936,0.0,0.04057071654772634,0.0,0.0,0.0,0.01827213056590385,0.0,0.0,0.0,0.0,0,126,882,555,11,0,344,2,1,304,678,1052,264,13,539,912,8,2,22,3,471,2,0,66,27,329
174,0,0.0,0.0002542588354945334,0.00023649048125812936,0.011494252873563218,0.011438956280196805,0.0364381198792583,0.0024125452352231603,0.0018281535648994515,0.01507894270001774,0.0,0.05405405405405406,0.0,0.0012987012987012987,27,152,1098,1015,6,0,595,26,1,866,378,897,278,13,56,635,8,260,123,1,804,2,0,547,19,356
1088,1,0.0,0.0002542588354945334,0.005794016790824169,0.0,0.015674512295425106,0.0258732212160414,0.00723763570566948,0.016453382084095063,0.009579563597658328,0.0,0.02702702702702703,0.0,0.005194805194805195,43,149,741,472,1,3,349,2,1,48,707,983,412,2,549,88,8,72,95,2,420,2,0,174,0,149
1545,0,0.0,0.019832189168573607,0.0004729809625162587,0.04597701149425287,0.031843501130302446,0.062095730918499355,0.0,0.04570383912248629,0.0328188752882739,0.0,0.0,0.0,0.005194805194805195,0,13,633,872,11,3,211,2,1,194,745,760,24,2,305,216,8,503,123,1,1062,2,1,531,19,356
1533,0,0.0,0.003305364861428934,0.000354735721887194,0.05747126436781609,0.03568012686967785,0.0,0.0,0.02010968921389397,0.0015965939329430547,0.0,0.0,0.0,0.006493506493506494,0,42,835,194,9,3,1012,2,1,134,822,339,160,2,85,133,8,240,123,1,841,2,1,436,19,356
1933,0,0.21052631578947367,0.0001271294177472667,0.016317843206810925,0.10344827586206896,8.471112030456603e-05,0.010564898663216905,0.021109770808202654,0.021937842778793418,0.004080184495298918,0.25,0.10810810810810811,0.0,0.01818181818181818,0,12,980,201,1,4,534,19,1,326,549,72,696,2,185,738,8,188,22,2,925,2,0,174,27,149
1967,0,0.0,0.010933129926264936,0.0,0.12643678160919541,0.011525637426554967,0.027813712807244505,0.007840772014475271,0.07495429616087751,0.024658506297676068,0.0,0.08108108108108109,0.0,0.015584415584415584,0,196,590,482,1,3,610,2,1,804,667,801,502,8,538,740,8,100,123,1,368,2,3,257,19,356
1332,0,0.06315789473684211,0.0003813882532418001,0.0023649048125812936,0.08045977011494253,0.00017139226666272662,0.0043122035360069,0.00361881785283474,0.012797074954296161,0.0033705871917686712,0.25,0.02702702702702703,0.0,0.00909090909090909,75,126,1174,555,1,6,815,17,1,897,453,381,392,3,47,789,8,2,22,0,637,2,1,66,27,329
293,1,0.021052631578947368,0.0003813882532418001,0.000354735721887194,0.011494252873563218,0.00014184187585880825,0.00215610176800345,0.01447527141133896,0.06946983546617916,0.012595352137661877,0.5,0.13513513513513514,0.0,0.0012987012987012987,33,31,494,556,7,3,1026,5,1,181,613,1178,753,3,709,845,8,84,22,2,66,2,1,41,0,309
163,1,0.031578947368421054,0.016145436053902874,0.0011824524062906468,0.11494252873563218,1.970026053594559e-06,0.001078050884001725,0.008443908323281062,0.010968921389396709,0.0021287919105907396,0.25,0.08108108108108109,0.0,0.0025974025974025974,0,12,1250,332,1,0,972,2,1,540,843,444,23,3,710,618,8,188,114,3,971,2,7,567,27,465
215,0,0.010526315789473684,0.01932367149758454,0.0005912262031453234,0.1839080459770115,2.3640312643134706e-05,0.0038809831824062097,0.0006031363088057901,0.027422303473491772,0.0028383892141209863,0.25,0.02702702702702703,0.0,0.02077922077922078,36,4,116,539,11,3,577,2,1,147,316,531,355,3,265,871,7,313,22,0,472,2,3,604,28,335
665,0,0.031578947368421054,0.010678871090770403,0.004256828662646328,0.06896551724137931,0.0,0.0,0.04161640530759952,0.03473491773308958,0.0823132872095086,0.25,0.32432432432432434,0.0,0.0,0,12,192,851,11,0,191,2,1,783,579,300,21,14,87,391,8,188,22,0,867,2,1,174,27,514
352,1,0.042105263157894736,0.25972540045766584,0.00023649048125812936,0.034482758620689655,4.531059923267485e-05,0.000646830530401035,0.006031363088057901,0.009140767824497258,0.009047365620010643,0.25,0.10810810810810811,0.0,0.003896103896103896,0,10,277,1029,1,3,588,2,1,181,613,111,753,13,620,340,6,386,123,1,101,2,1,636,19,356
388,1,0.12631578947368421,0.0002542588354945334,0.0005912262031453234,0.1839080459770115,2.7580364750323824e-05,0.012289780077619664,0.11338962605548854,0.056672760511883,0.061202767429483766,0.25,0.24324324324324326,0.0,0.01948051948051948,0,152,535,1015,1,3,122,2,1,901,451,897,750,13,56,635,6,260,123,1,804,5,2,547,19,356
879,0,0.0,0.0005085176709890668,0.008158921603405462,0.14942528735632182,0.016161108730662965,0.01164294954721863,0.0006031363088057901,0.02376599634369287,0.009402164271775768,0.0,0.02702702702702703,0.0,0.016883116883116882,27,53,963,442,7,3,327,19,1,164,159,952,544,3,416,407,7,468,22,0,535,2,0,115,1,466
1228,0,0.0,0.004703788456648868,0.003310866737613811,0.06896551724137931,0.000853021281206444,0.02242345838723588,0.00180940892641737,0.06398537477148081,0.01933652652119922,0.0,0.05405405405405406,0.0,0.00909090909090909,0,193,282,188,1,4,628,11,1,89,238,150,780,13,160,304,8,532,22,0,277,2,1,11,3,177
1420,0,0.0,0.0002542588354945334,0.05853139411138702,0.14942528735632182,0.0020123816137468417,0.0,0.0,0.0603290676416819,0.011176157530601383,0.0,0.0,0.0,0.04155844155844156,0,134,440,127,1,3,443,1,1,178,37,166,813,3,136,471,1,425,22,0,884,5,4,115,27,466
1438,0,0.010526315789473684,0.003305364861428934,0.000354735721887194,0.011494252873563218,0.00038514009347773626,0.00646830530401035,0.0006031363088057901,0.007312614259597806,0.0007095973035302466,0.25,0.02702702702702703,0.0,0.0012987012987012987,0,51,779,293,1,4,887,17,1,844,275,601,755,13,32,508,7,23,123,1,919,2,0,460,19,356
669,0,0.0,0.0034324942791762007,0.0005912262031453234,0.022988505747126436,0.009885590736937497,0.0,0.0,0.038391224862888484,0.0,0.0,0.0,0.0,0.0025974025974025974,56,42,696,413,11,3,923,2,1,194,424,792,127,13,184,259,0,484,123,1,1081,2,0,436,19,356
1890,0,0.0,0.18929570302568013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,766,1002,1,3,963,2,0,194,797,843,758,13,619,866,2,280,123,1,19,2,0,573,19,356
971,0,0.0,0.0002542588354945334,0.0008277166844034528,0.034482758620689655,0.006013504528597391,0.0,0.0,0.014625228519195612,0.006563775057654781,0.0,0.0,0.0,0.003896103896103896,0,4,1168,707,1,5,138,2,1,877,117,395,399,2,595,770,7,238,22,0,982,2,0,225,28,546
1267,0,0.0,0.0002542588354945334,0.00023649048125812936,0.022988505747126436,0.030052747447584995,0.0,0.0,0.04204753199268738,0.0003547986517651233,0.0,0.0,0.0,0.006493506493506494,0,129,103,311,1,5,1131,2,1,600,359,619,25,8,285,811,8,525,123,1,449,2,2,254,19,356
