,label,id,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
312,1,450,2,0,23,142,2,116,8,0,166,177,213,1,0,32,2,1,18,0,0,0,13
1003,0,1089,2,1,145,88,10,116,8,0,166,32,419,1,0,50,2,1,37,2,25,0,5
1339,0,1393,2,0,1,1,8,116,8,0,166,1337,460,1,0,71,2,1,47,0,0,0,23
1567,0,1604,2,0,60,120,4,116,8,0,166,319,206,1,0,105,2,1,66,0,1,0,23
1938,0,1946,2,0,23,142,2,116,8,0,166,1185,238,1,0,27,2,1,18,0,0,0,13
1501,1,1545,2,0,97,118,5,120,1,1,166,358,3,1,0,18,2,1,13,2,1,0,0
606,0,52,2,0,97,118,5,43,1,1,219,1702,485,1,0,130,2,1,77,3,12,38,10
1705,0,1729,2,0,97,118,5,121,10,1,166,584,287,1,0,78,2,1,53,3,15,1,10
1028,0,1113,2,0,163,52,10,116,8,0,166,1159,358,1,0,71,2,1,47,0,0,0,23
1470,1,1516,2,0,97,118,5,110,6,1,169,863,465,1,0,112,2,1,71,3,1,0,3
57,0,215,2,0,23,142,2,116,8,0,166,1066,60,1,0,29,2,1,18,0,0,0,13
639,0,753,2,0,23,142,2,116,8,0,166,23,114,1,0,29,2,1,18,0,0,0,13
1546,1,121,2,1,150,73,10,116,8,0,166,284,388,1,0,43,2,1,32,2,1,0,2
640,0,754,2,1,150,73,10,116,8,0,166,1028,284,1,0,105,2,1,66,0,1,0,23
585,0,702,2,0,60,120,4,116,8,0,166,370,74,1,0,102,2,1,66,0,1,0,23
1725,0,1748,2,0,60,120,4,116,8,0,166,1531,239,1,0,105,2,1,66,0,1,0,23
438,1,565,2,0,97,118,5,6,4,7,166,170,257,1,0,110,2,1,47,0,0,0,23
1182,0,95,2,0,23,142,2,116,8,0,166,202,121,1,1,30,2,1,18,0,0,32,13
1088,0,1164,2,0,56,103,10,116,8,0,166,1167,420,1,0,82,2,1,55,0,21,28,8
649,0,55,4,1,97,118,5,44,8,1,118,1476,229,2,0,134,2,1,79,3,0,0,21
1033,1,1117,2,0,97,118,5,90,2,5,166,1645,115,1,3,130,2,1,77,3,12,38,10
1598,0,129,2,0,157,88,10,116,8,0,166,120,461,1,1,88,1,2,57,2,1,32,3
706,0,817,2,0,23,142,2,116,8,0,166,966,60,1,0,33,2,1,18,0,0,0,13
784,1,885,2,0,145,88,10,116,8,0,166,1564,109,1,0,26,2,1,18,0,0,32,13
1614,0,1643,2,0,124,11,2,116,8,0,166,417,137,1,1,33,2,1,18,0,0,31,13
415,0,542,2,0,23,142,2,116,8,0,166,1063,258,1,0,32,2,1,18,0,0,0,13
151,0,298,2,0,97,118,5,55,1,1,166,1717,368,1,0,56,2,1,40,3,4,0,22
187,0,332,2,0,97,118,5,5,0,1,166,704,162,1,1,110,2,1,47,0,0,0,23
211,0,29,2,0,23,142,2,116,8,0,166,42,230,1,1,33,2,1,18,0,0,0,13
42,0,200,2,0,97,118,5,109,1,4,75,477,60,1,0,33,2,1,18,0,0,0,13
1435,0,1485,2,0,97,118,5,94,1,7,99,494,109,1,2,30,2,1,18,0,0,0,13
325,0,462,2,0,97,118,5,1,1,4,75,477,60,1,0,29,2,1,18,0,0,0,13
1700,1,1724,2,0,23,142,2,116,8,0,166,100,363,1,0,33,2,1,18,0,0,0,13
1026,1,1111,2,1,150,73,10,116,8,0,166,1202,330,1,1,102,2,1,66,0,1,0,23
1197,0,1264,2,0,23,142,2,116,8,0,166,793,449,1,0,29,2,1,18,0,0,31,13
56,0,214,2,1,150,73,10,116,8,0,166,69,392,1,0,113,2,1,71,3,1,0,3
1125,0,1199,2,0,23,142,2,116,8,0,166,1431,327,1,0,30,2,1,18,0,0,32,13
1547,0,1585,2,0,163,52,10,116,8,0,166,1507,458,1,0,110,2,1,47,0,0,0,23
342,0,477,2,0,97,118,5,80,18,1,166,1713,216,1,0,120,2,1,69,0,17,63,7
1830,0,1847,2,0,60,120,4,116,8,0,166,610,419,1,0,102,2,1,66,0,1,0,23
665,0,777,2,0,145,88,10,116,8,0,166,315,352,1,0,60,2,1,42,2,1,32,4
622,1,53,2,0,23,142,2,116,8,0,166,642,63,1,0,32,2,1,18,0,0,0,13
282,0,423,2,1,64,10,10,116,8,0,166,1340,413,1,0,36,2,1,23,3,7,25,3
1096,0,1172,2,0,23,142,2,116,8,0,166,462,258,1,0,27,2,1,18,0,0,0,13
322,0,459,2,0,63,67,4,116,8,0,166,1354,84,1,0,73,1,2,48,2,1,5,5
307,1,445,2,0,145,88,10,116,8,0,166,1335,8,1,0,29,2,1,18,0,0,32,13
1363,0,1417,2,1,145,88,10,116,8,0,166,1379,258,1,0,31,2,1,18,0,0,0,13
926,0,1017,2,0,93,49,10,116,8,0,166,1691,383,1,0,37,2,1,24,3,1,51,3
76,0,230,2,0,165,0,4,116,8,0,166,1513,260,1,0,71,2,1,47,0,0,0,23
544,1,662,2,0,63,67,4,116,8,0,166,1241,74,1,0,51,1,2,38,2,1,0,5
1377,0,1429,2,0,23,142,2,116,8,0,166,350,363,1,0,30,2,1,18,0,0,31,13
1714,0,1738,2,0,93,49,10,116,8,0,166,446,182,1,0,39,2,1,27,3,1,0,3
643,0,757,2,1,16,5,10,116,8,0,166,1666,419,1,0,60,2,1,42,2,1,32,4
34,0,192,2,0,60,120,4,116,8,0,166,727,419,1,0,102,2,1,66,0,1,0,23
407,1,535,2,0,63,67,4,116,8,0,166,1214,233,1,0,51,1,2,38,2,1,31,5
762,1,866,2,1,46,21,2,116,8,0,166,121,61,1,0,26,2,1,18,0,0,0,13
133,0,282,2,1,150,73,10,116,8,0,166,1162,225,1,0,105,2,1,66,0,1,0,23
496,0,615,2,0,23,142,2,116,8,0,166,350,63,1,0,28,2,1,18,0,0,31,13
1295,0,1354,2,0,23,142,2,116,8,0,166,572,359,1,1,31,2,1,18,0,0,32,13
1937,0,1945,2,0,69,23,10,116,8,0,166,1743,403,1,0,40,2,1,27,3,1,58,3
384,0,38,2,0,60,120,4,116,8,0,166,507,419,1,0,105,2,1,66,0,1,0,23
677,0,789,2,0,23,142,2,116,8,0,166,443,54,1,0,27,2,1,18,0,0,0,13
1911,0,1922,2,0,97,118,5,6,4,7,166,629,198,1,0,71,2,1,47,0,0,23,23
569,0,686,2,0,23,142,2,116,8,0,166,508,8,1,0,33,2,1,18,0,0,32,13
1041,0,1125,2,0,23,142,2,116,8,0,166,478,258,1,0,31,2,1,18,0,0,31,13
620,1,735,2,0,97,118,5,120,1,1,147,22,368,1,0,18,2,1,13,2,1,0,0
543,0,661,2,0,23,142,2,116,8,0,166,379,451,1,0,30,2,1,18,0,0,0,13
933,0,1024,2,0,97,118,5,6,4,7,166,834,384,1,1,110,2,1,47,0,0,0,23
1425,0,1475,2,0,97,118,5,121,10,1,166,1302,287,1,0,108,2,1,68,3,6,7,10
1601,0,1631,2,1,96,44,10,116,8,0,166,241,225,1,0,36,2,1,23,3,7,26,3
1645,0,1673,2,0,23,142,2,116,8,0,166,953,1,1,0,29,2,1,18,0,0,0,13
10,0,168,2,1,150,73,10,116,8,0,166,660,269,1,0,54,2,1,35,2,1,6,5
730,0,838,2,0,23,142,2,116,8,0,166,178,315,1,0,31,2,1,18,0,0,0,13
522,0,641,2,0,97,118,5,121,10,1,166,229,398,1,0,130,2,1,77,3,12,38,10
514,0,633,2,0,23,142,2,116,8,0,166,1160,327,1,0,33,2,1,18,0,0,0,13
1307,0,1363,2,0,60,120,4,116,8,0,166,485,74,1,0,99,2,1,66,0,1,0,23
1997,0,1998,2,0,97,118,5,41,18,1,166,1422,289,1,0,130,2,1,77,3,12,38,10
1991,0,1992,2,1,55,31,4,116,8,0,166,1260,142,1,0,80,2,1,49,0,21,30,8
581,0,698,2,0,23,142,2,116,8,0,166,1617,112,1,0,32,2,1,18,0,0,0,13
1783,0,139,2,0,97,118,5,39,14,1,166,267,58,1,0,78,2,1,53,3,15,1,10
369,0,504,2,0,97,118,5,6,4,7,166,882,300,1,0,110,2,1,47,0,0,0,23
134,0,283,2,1,66,13,10,116,8,0,166,227,405,1,0,110,2,1,47,0,0,0,23
23,1,181,2,0,23,142,2,116,8,0,166,1379,240,1,0,26,2,1,18,0,0,0,13
765,0,869,2,0,97,118,5,22,1,5,160,1071,416,1,1,71,2,1,47,0,0,44,23
453,0,579,2,0,60,120,4,116,8,0,166,1183,462,1,0,99,2,1,66,0,1,0,23
1171,1,1240,2,0,23,142,2,116,8,0,166,726,187,1,0,30,2,1,18,0,0,0,13
1054,0,1137,2,0,145,88,10,116,8,0,166,1093,73,1,0,99,2,1,66,0,1,0,23
99,0,251,2,0,23,142,2,116,8,0,166,766,149,1,0,26,2,1,18,0,0,0,13
391,0,522,2,0,97,118,5,68,13,4,166,1168,426,1,1,130,2,1,77,3,12,38,10
1495,0,1540,2,0,23,142,2,116,8,0,166,785,370,1,0,29,2,1,18,0,0,0,13
920,0,1011,2,0,97,118,5,62,1,1,101,1024,203,1,0,71,2,1,47,0,0,0,23
1454,0,1504,2,0,23,142,2,116,8,0,166,1257,71,1,0,32,2,1,18,0,0,32,13
1221,0,1288,4,1,97,118,5,122,8,1,139,322,461,2,0,134,2,1,79,3,0,0,21
1462,0,114,2,0,23,142,2,116,8,0,166,1596,370,1,0,30,2,1,18,0,0,0,13
961,0,1051,2,0,75,127,11,116,8,0,166,1464,110,1,0,131,2,1,78,3,12,38,10
1332,0,1387,2,0,60,120,4,116,8,0,166,711,470,1,0,102,2,1,66,0,1,0,23
1752,0,1774,2,1,64,10,10,116,8,0,166,976,258,1,0,105,2,1,66,0,1,25,23
1828,1,1845,2,0,23,142,2,116,8,0,166,494,63,1,0,26,2,1,18,0,0,0,13
1281,0,1343,2,0,97,118,5,121,10,1,166,3,92,1,0,130,2,1,77,3,12,38,10
1665,0,1690,2,0,63,67,4,116,8,0,166,113,120,1,0,51,1,2,38,2,1,0,5
1230,0,1297,1,0,95,118,5,116,8,0,189,95,113,0,0,138,2,1,81,3,7,54,3
475,0,45,2,0,23,142,2,116,8,0,166,1187,313,1,0,31,2,1,18,0,0,0,13
941,0,1032,2,0,23,142,2,116,8,0,166,1605,154,1,0,28,2,1,18,0,0,0,13
572,0,689,2,0,23,142,2,116,8,0,166,265,151,1,0,32,2,1,18,0,0,32,13
1944,0,1952,2,0,69,23,10,116,8,0,166,1025,380,1,0,64,2,1,44,0,8,46,20
159,0,305,2,1,64,10,10,116,8,0,166,1578,349,1,0,102,2,1,66,0,1,27,23
722,0,831,2,0,23,142,2,116,8,0,166,723,258,1,0,28,2,1,18,0,0,0,13
285,0,426,2,0,97,118,5,93,1,5,15,786,32,1,1,71,2,1,47,0,0,12,23
1151,0,1222,2,1,145,88,10,116,8,0,166,877,488,1,1,50,2,1,37,2,25,32,5
516,0,635,2,0,145,88,10,116,8,0,166,787,389,1,1,60,2,1,42,2,1,0,4
774,0,878,2,0,163,52,10,116,8,0,166,1081,258,1,0,110,2,1,47,0,0,0,23
1877,0,1890,2,0,21,140,3,116,8,0,166,1286,83,1,0,71,2,1,47,0,0,0,23
652,0,764,1,0,39,132,5,116,8,0,177,304,477,0,0,74,2,1,50,2,13,0,9
368,1,503,1,0,95,118,5,116,8,0,93,1471,396,0,0,133,2,1,75,3,9,68,22
1784,0,1804,2,0,97,118,5,94,1,7,112,579,123,1,1,110,2,1,47,0,0,0,23
815,1,914,2,0,23,142,2,116,8,0,166,71,154,1,0,26,2,1,18,0,0,32,13
14,0,172,2,0,97,118,5,80,18,1,166,782,326,1,0,120,2,1,69,0,17,0,7
64,0,220,2,0,60,120,4,116,8,0,166,1072,74,1,0,102,2,1,66,0,1,0,23
1251,0,98,2,1,150,73,10,116,8,0,166,1506,483,1,0,99,2,1,66,0,1,0,23
347,0,482,2,0,63,67,4,116,8,0,166,311,34,1,0,52,1,2,38,2,1,0,5
1424,0,1474,4,1,97,118,5,49,8,1,167,1415,204,2,0,134,2,1,79,3,0,0,21
630,1,744,2,1,145,88,10,116,8,0,166,198,303,1,0,50,2,1,37,2,25,0,5
1410,0,1460,2,0,97,118,5,101,1,1,187,4,181,1,0,104,1,2,66,0,1,0,23
1240,0,1306,2,0,97,118,5,41,18,1,166,631,289,1,0,130,2,1,77,3,12,38,10
876,0,971,2,1,66,13,10,116,8,0,166,309,357,1,0,41,2,1,29,0,16,0,21
297,0,435,2,0,97,118,5,100,1,4,195,451,324,1,0,106,2,1,19,3,24,20,18
1204,0,1271,2,0,23,142,2,116,8,0,166,93,359,1,1,26,2,1,18,0,0,32,13
495,0,614,2,0,23,142,2,116,8,0,166,838,120,1,0,24,2,1,18,0,0,0,13
806,0,905,2,0,97,118,5,113,18,1,166,499,326,1,0,92,2,1,61,3,6,0,10
1880,1,1892,1,0,97,118,5,86,8,0,214,757,66,0,0,136,2,1,80,2,7,0,3
141,0,289,2,0,23,142,2,116,8,0,166,32,258,1,0,27,2,1,18,0,0,0,13
972,1,1062,2,1,145,88,10,116,8,0,166,1610,120,1,0,55,2,1,37,2,25,0,5
1605,0,1635,2,0,23,142,2,116,8,0,166,873,226,1,0,14,2,1,8,2,0,42,4
479,0,601,2,0,23,142,2,116,8,0,166,598,120,1,0,29,2,1,18,0,0,0,13
1397,0,1448,2,0,97,118,5,41,18,1,166,1574,469,1,0,78,2,1,53,3,15,1,10
1589,0,126,2,0,23,142,2,116,8,0,166,130,136,1,0,27,2,1,18,0,0,32,13
1834,0,1851,2,0,97,118,5,41,18,1,166,1251,99,1,0,130,2,1,77,3,12,38,10
1987,1,1988,2,0,97,118,5,81,1,7,166,993,313,1,0,62,2,1,43,3,1,18,3
1919,0,1929,2,0,97,118,5,70,13,3,190,1178,322,1,0,130,2,1,77,3,12,38,10
1644,0,1672,2,0,1,1,8,116,8,0,166,1042,17,1,0,110,2,1,47,0,0,0,23
244,0,386,2,0,2,17,10,116,8,0,166,969,63,1,0,110,2,1,47,0,0,0,23
1853,1,1867,2,0,97,118,5,95,18,1,166,871,287,1,0,130,2,1,77,3,12,38,10
890,0,984,2,0,23,142,2,116,8,0,166,1277,310,1,0,33,2,1,18,0,0,32,13
59,0,216,2,0,1,1,8,116,8,0,166,1008,220,1,0,71,2,1,47,0,0,0,23
60,1,217,2,0,97,118,5,6,4,7,166,43,198,1,0,110,2,1,47,0,0,12,23
906,0,999,2,0,97,118,5,22,1,5,11,135,331,1,1,130,2,1,77,3,12,38,10
1063,1,1145,4,1,97,118,5,40,8,1,211,1224,291,2,1,102,2,1,66,0,1,0,23
1466,0,1512,2,0,111,54,10,116,8,0,166,966,87,1,0,107,1,2,67,3,1,0,3
1039,0,1123,2,0,23,142,2,116,8,0,166,198,258,1,0,27,2,1,18,0,0,0,13
1713,0,1737,1,0,65,118,5,116,8,0,9,216,2,0,0,134,2,1,79,3,0,0,21
889,0,983,2,0,97,118,5,80,18,1,166,1375,326,1,0,120,2,1,69,0,17,0,7
782,0,64,2,1,46,21,2,116,8,0,166,1510,482,1,0,32,2,1,18,0,0,0,13
196,0,341,2,0,60,120,4,116,8,0,166,610,419,1,0,99,2,1,66,0,1,0,23
1556,0,1593,2,0,23,142,2,116,8,0,166,1539,258,1,0,28,2,1,18,0,0,32,13
866,0,961,2,0,145,88,10,116,8,0,166,1429,263,1,0,60,2,1,42,2,1,0,4
1946,1,151,2,0,23,142,2,116,8,0,166,778,368,1,0,26,2,1,18,0,0,0,13
326,1,34,2,0,23,142,2,116,8,0,166,838,150,1,0,28,2,1,18,0,0,0,13
309,0,447,2,0,23,142,2,116,8,0,166,794,240,1,0,26,2,1,18,0,0,32,13
1642,0,1670,2,0,23,142,2,116,8,0,166,394,258,1,0,28,2,1,18,0,0,0,13
714,0,825,2,0,163,52,10,116,8,0,166,404,460,1,0,71,2,1,47,0,0,0,23
1291,0,1351,2,1,78,38,4,116,8,0,166,179,270,1,1,71,2,1,47,0,0,0,23
366,0,501,2,0,57,81,10,116,8,0,166,979,458,1,0,71,2,1,47,0,0,0,23
1342,0,1396,2,0,23,142,2,116,8,0,166,868,258,1,0,29,2,1,18,0,0,32,13
750,0,856,2,0,23,142,2,116,8,0,166,1442,419,1,0,28,2,1,18,0,0,31,13
1745,0,1768,1,0,80,118,5,116,8,0,67,332,477,0,0,134,2,1,79,3,0,0,21
1150,0,1221,2,0,23,142,2,116,8,0,166,514,370,1,0,32,2,1,18,0,0,0,13
703,0,814,2,1,97,118,5,105,1,1,166,1299,77,1,0,46,2,1,27,3,1,59,3
880,0,975,2,1,125,105,10,116,8,0,166,1133,125,1,0,79,2,1,49,0,21,28,8
536,0,654,2,0,97,118,5,48,1,1,166,818,36,1,0,130,2,1,77,3,12,38,10
248,0,390,2,0,97,118,5,121,10,1,166,1715,343,1,0,130,2,1,77,3,12,38,10
855,0,950,1,0,67,118,5,116,8,0,103,891,367,0,0,41,2,1,29,0,16,25,21
436,0,563,2,0,23,142,2,116,8,0,166,986,81,1,0,33,2,1,18,0,0,32,13
1046,0,1129,2,0,23,142,2,116,8,0,166,1429,171,1,0,28,2,1,18,0,0,0,13
27,1,185,2,0,97,118,5,43,1,1,142,278,450,1,0,130,2,1,77,3,12,38,10
674,1,786,2,0,23,142,2,116,8,0,166,936,419,1,0,24,2,1,18,0,0,32,13
501,1,620,2,0,97,118,5,110,6,1,166,892,151,1,0,111,2,1,71,3,1,0,3
510,0,629,4,1,97,118,5,36,8,1,164,294,449,2,2,134,2,1,79,3,0,0,21
1610,1,1640,2,0,60,120,4,116,8,0,166,811,229,1,0,99,2,1,66,0,1,0,23
1305,0,1362,2,0,97,118,5,41,18,1,166,1087,99,1,0,130,2,1,77,3,12,38,10
509,0,628,2,0,163,52,10,116,8,0,166,1190,37,1,0,110,2,1,47,0,0,0,23
1090,0,1166,2,0,162,114,10,116,8,0,166,1570,196,1,0,102,2,1,66,0,1,0,23
1279,0,1341,2,0,97,118,5,121,10,1,166,1525,441,1,0,108,2,1,68,3,6,0,10
231,0,373,2,0,60,120,4,116,8,0,166,1129,345,1,0,102,2,1,66,0,1,0,23
1960,0,1964,2,0,60,120,4,116,8,0,166,1047,419,1,0,102,2,1,66,0,1,0,23
1648,1,1675,2,0,23,142,2,116,8,0,166,870,74,1,0,26,2,1,18,0,0,32,13
148,0,295,2,0,0,54,10,116,8,0,166,708,295,1,0,110,2,1,47,0,0,41,23
1427,0,1477,4,1,97,118,5,98,8,1,54,1128,458,2,0,134,2,1,79,3,0,0,21
1840,0,1857,2,1,49,21,2,116,8,0,166,861,101,1,0,71,2,1,47,0,0,0,23
47,0,205,2,1,150,73,10,116,8,0,166,1017,56,1,0,43,2,1,32,2,1,0,2
357,0,492,2,0,23,142,2,116,8,0,166,1179,382,1,0,24,2,1,18,0,0,32,13
1392,0,1443,2,0,1,1,8,116,8,0,166,1704,419,1,0,71,2,1,47,0,0,0,23
1849,1,144,2,1,145,88,10,116,8,0,166,798,213,1,0,55,2,1,37,2,25,0,5
922,1,1013,2,1,16,5,10,116,8,0,166,848,243,1,0,91,2,1,60,3,1,0,3
1590,0,1623,2,0,23,142,2,116,8,0,166,302,170,1,1,32,2,1,18,0,0,0,13
772,0,876,2,0,23,142,2,116,8,0,166,904,467,1,0,30,2,1,18,0,0,31,13
697,1,808,2,0,23,142,2,116,8,0,166,1698,258,1,0,29,2,1,18,0,0,0,13
1099,0,1175,2,0,0,54,10,116,8,0,166,1019,431,1,0,110,2,1,47,0,0,41,23
1815,0,1833,2,0,23,142,2,116,8,0,166,761,244,1,0,30,2,1,18,0,0,0,13
1180,0,1249,2,0,60,120,4,116,8,0,166,550,271,1,0,105,2,1,66,0,1,0,23
1735,0,1758,2,0,23,142,2,116,8,0,166,1249,408,1,0,31,2,1,18,0,0,0,13
1666,0,1691,2,0,23,142,2,116,8,0,166,1635,60,1,0,24,2,1,18,0,0,0,13
664,0,776,2,0,23,142,2,116,8,0,166,523,286,1,0,26,2,1,18,0,0,32,13
392,0,523,2,1,96,44,10,116,8,0,166,131,303,1,0,83,2,1,23,3,7,28,3
1423,0,1473,2,0,97,118,5,110,6,1,61,924,358,1,0,6,2,1,4,2,1,44,4
1384,1,1436,2,0,116,65,10,116,8,0,166,1091,280,1,0,102,2,1,66,0,1,0,23
1628,0,1656,2,0,23,142,2,116,8,0,166,1204,63,1,0,24,2,1,18,0,0,32,13
1730,1,1753,2,0,23,142,2,116,8,0,166,1416,449,1,0,24,2,1,18,0,0,32,13
1268,0,1333,2,0,23,142,2,116,8,0,166,432,244,1,0,27,2,1,18,0,0,31,13
915,0,1007,2,0,23,142,2,116,8,0,166,474,370,1,0,24,2,1,18,0,0,0,13
1123,0,1197,2,1,16,5,10,116,8,0,166,10,298,1,0,79,2,1,49,0,21,0,8
805,0,904,2,1,97,118,5,46,12,1,166,1730,160,1,0,120,2,1,69,0,17,64,7
634,0,748,2,0,97,118,5,48,1,1,166,866,124,1,0,130,2,1,77,3,12,38,10
644,0,758,2,0,23,142,2,116,8,0,166,326,225,1,0,27,2,1,18,0,0,32,13
1510,0,1552,2,0,23,142,2,116,8,0,166,365,34,1,0,28,2,1,18,0,0,32,13
908,0,1001,2,0,112,98,10,116,8,0,166,1327,303,1,0,36,2,1,23,3,7,26,3
1155,0,1226,2,0,23,142,2,116,8,0,166,966,258,1,0,33,2,1,18,0,0,0,13
1885,0,147,4,1,97,118,5,38,8,1,22,490,461,2,2,134,2,1,79,3,0,0,21
542,0,660,2,0,60,120,4,116,8,0,166,507,419,1,0,99,2,1,66,0,1,0,23
668,0,780,2,0,97,118,5,117,16,5,31,692,164,1,1,71,2,1,47,0,0,0,23
602,0,718,2,0,60,120,4,116,8,0,166,776,283,1,0,102,2,1,66,0,1,0,23
223,0,366,2,0,23,142,2,116,8,0,166,409,63,1,0,26,2,1,18,0,0,32,13
1082,0,1159,2,0,23,142,2,116,8,0,166,527,258,1,0,32,2,1,18,0,0,0,13
607,0,722,1,0,81,39,5,116,8,0,43,209,302,0,0,41,2,1,29,0,16,28,21
548,0,666,2,0,23,142,2,116,8,0,166,960,258,1,0,30,2,1,18,0,0,32,13
1367,0,1420,2,0,23,142,2,116,8,0,166,1333,112,1,0,26,2,1,18,0,0,0,13
1680,0,1704,2,1,148,66,10,116,8,0,166,1458,362,1,0,111,2,1,71,3,1,0,3
1869,0,1883,2,1,96,44,10,116,8,0,166,1265,413,1,0,83,2,1,23,3,7,25,3
838,0,936,2,0,97,118,5,48,1,1,166,827,331,1,0,130,2,1,77,3,12,38,10
1172,0,1241,2,1,64,10,10,116,8,0,166,1409,357,1,0,36,2,1,23,3,7,26,3
1535,0,1574,2,1,61,47,10,116,8,0,166,1673,351,1,0,96,2,1,21,0,29,28,8
525,1,49,2,1,150,73,10,116,8,0,166,1126,478,1,0,43,2,1,32,2,1,0,2
1742,0,1765,2,1,8,21,2,116,8,0,166,460,140,1,1,113,2,1,71,3,1,0,3
975,0,1065,2,0,142,37,4,116,8,0,166,398,243,1,0,47,2,1,34,3,1,39,3
1403,1,1454,2,1,83,113,4,116,8,0,166,604,270,1,1,110,2,1,47,0,0,12,23
380,1,514,2,0,141,110,10,116,8,0,166,583,59,1,1,41,2,1,29,0,16,0,21
498,0,617,2,0,23,142,2,116,8,0,166,198,123,1,1,32,2,1,18,0,0,0,13
893,1,987,4,1,97,118,5,122,8,1,129,341,229,2,0,134,2,1,79,3,0,0,21
1246,1,1312,2,0,23,142,2,116,8,0,166,1429,230,1,1,30,2,1,18,0,0,0,13
731,0,839,2,1,150,73,10,116,8,0,166,1166,321,1,0,69,2,1,45,3,15,21,10
566,0,683,2,0,97,118,5,25,18,5,166,1176,289,1,0,130,2,1,77,3,12,38,10
1100,0,1176,2,0,23,142,2,116,8,0,166,32,445,1,0,30,2,1,18,0,0,0,13
1114,1,1188,2,0,23,142,2,116,8,0,166,1379,34,1,0,32,2,1,18,0,0,0,13
1015,0,1101,2,0,23,142,2,116,8,0,166,353,67,1,0,24,2,1,18,0,0,0,13
1030,0,80,2,0,23,142,2,116,8,0,166,1658,149,1,0,30,2,1,18,0,0,31,13
45,0,203,2,1,10,128,10,116,8,0,166,919,225,1,0,36,2,1,23,3,7,26,3
1,0,159,2,0,23,142,2,116,8,0,166,1048,213,1,0,29,2,1,18,0,0,32,13
1969,0,1973,2,1,145,88,10,116,8,0,166,1678,213,1,0,50,2,1,37,2,25,32,5
1334,1,1389,2,1,145,88,10,116,8,0,166,1423,250,1,0,55,2,1,37,2,25,0,5
686,1,798,2,1,133,102,10,116,8,0,166,1262,125,1,0,80,2,1,49,0,21,29,8
163,1,309,2,1,150,73,10,116,8,0,166,622,419,1,0,99,2,1,66,0,1,0,23
598,0,714,2,0,97,118,5,43,1,1,42,948,377,1,0,130,2,1,77,3,12,38,10
1167,0,1236,1,0,147,46,5,116,8,0,184,663,68,0,0,100,0,0,66,0,1,66,23
82,0,235,2,0,97,118,5,110,6,1,166,53,225,1,0,6,2,1,4,2,1,44,4
1117,1,1191,2,0,23,142,2,116,8,0,166,958,63,1,0,24,2,1,18,0,0,0,13
1388,1,1440,2,0,23,142,2,116,8,0,166,635,112,1,0,26,2,1,18,0,0,0,13
1118,0,1192,2,0,97,118,5,43,1,1,51,1363,483,1,0,13,2,1,7,2,1,0,4
403,0,533,2,0,23,142,2,116,8,0,166,1160,408,1,0,29,2,1,18,0,0,0,13
1290,1,101,2,1,43,22,6,116,8,0,166,760,270,1,1,110,2,1,47,0,0,0,23
1016,1,1102,2,0,23,142,2,116,8,0,166,1121,213,1,0,26,2,1,18,0,0,0,13
836,0,934,2,0,60,120,4,116,8,0,166,765,151,1,0,99,2,1,66,0,1,0,23
1594,0,1626,2,0,132,33,8,116,8,0,166,222,313,1,0,8,2,1,5,3,4,32,3
1724,0,1747,4,1,97,118,5,74,8,1,98,1535,483,2,0,134,2,1,79,3,0,0,21
316,0,453,2,0,97,118,5,39,14,1,166,214,434,1,0,130,2,1,77,3,12,38,10
124,1,274,1,0,95,118,5,116,8,0,217,869,396,0,0,125,2,1,75,3,9,68,22
1076,0,1156,2,0,23,142,2,116,8,0,166,1076,63,1,0,31,2,1,18,0,0,0,13
530,0,648,2,0,23,142,2,116,8,0,166,1575,1,1,0,32,2,1,18,0,0,0,13
982,0,1070,2,0,23,142,2,116,8,0,166,1022,120,1,0,30,2,1,18,0,0,32,13
736,0,844,2,1,64,10,10,116,8,0,166,264,483,1,0,99,2,1,66,0,1,29,23
1945,0,1953,2,0,23,142,2,116,8,0,166,1656,363,1,0,33,2,1,18,0,0,32,13
398,0,529,2,1,150,73,10,116,8,0,166,1338,375,1,0,101,0,0,66,0,1,0,23
139,0,287,2,0,1,1,8,116,8,0,166,125,337,1,0,71,2,1,47,0,0,0,23
1366,0,1419,2,1,66,13,10,116,8,0,166,922,413,1,0,41,2,1,29,0,16,30,21
1344,1,1398,2,0,23,142,2,116,8,0,166,1055,178,1,1,30,2,1,18,0,0,0,13
1677,0,1702,2,0,60,120,4,116,8,0,166,1331,105,1,0,99,2,1,66,0,1,0,23
1438,0,1488,2,0,23,142,2,116,8,0,166,698,488,1,1,24,2,1,18,0,0,0,13
455,0,581,2,0,97,118,5,1,1,4,166,1437,389,1,1,11,2,1,6,2,1,0,4
968,1,1058,2,0,97,118,5,5,0,1,166,529,275,1,0,110,2,1,47,0,0,0,23
710,0,821,2,0,23,142,2,116,8,0,166,1362,258,1,0,26,2,1,18,0,0,0,13
506,0,625,2,0,97,118,5,110,6,1,221,1603,444,1,0,111,2,1,71,3,1,0,3
69,0,224,2,0,23,142,2,116,8,0,166,909,467,1,0,32,2,1,18,0,0,0,13
744,0,851,2,1,64,10,10,116,8,0,166,423,18,1,0,103,0,0,66,0,1,0,23
